,Country,Year,Energy
1883,Other Middle East,1985,0.97
1884,Algeria,1985,0.94
1885,Egypt,1985,1.18
1886,Morocco,1985,0.24
1887,South Africa,1985,3.29
1888,Eastern Africa,1985,0.71
1889,Middle Africa,1985,0.30
1890,Western Africa,1985,0.78
1891,Other Northern Africa,1985,0.56
1892,Other Southern Africa,1985,0.04
1893,Australia,1985,3.16
1894,Bangladesh,1985,0.17
1895,China,1985,22.14
1896,China Hong Kong SAR,1985,0.36
1897,India,1985,5.70
1898,Indonesia,1985,1.49
1899,Japan,1985,16.13
1900,Malaysia,1985,0.62
1901,New Zealand,1985,0.56
1902,Pakistan,1985,0.79
1903,Philippines,1985,0.49
1904,Singapore,1985,0.51
1905,South Korea,1985,2.25
1906,Sri Lanka,1985,0.09
1907,Taiwan,1985,1.43
1908,Thailand,1985,0.69
1909,Vietnam,1985,0.22
1910,Other Asia Pacific,1985,2.07
1911,Canada,1986,10.39
1912,Mexico,1986,3.96
1913,United States of America,1986,73.34
1914,Argentina,1986,1.83
1915,Brazil,1986,5.12
1916,Chile,1986,0.41
1917,Colombia,1986,0.84
1918,Ecuador,1986,0.23
1919,Peru,1986,0.40
1920,Trinidad & Tobago,1986,0.22
1921,Venezuela,1986,1.95
1922,Central America,1986,0.37
1923,Other Caribbean,1986,1.25
1924,Other South America,1986,0.38
1925,Austria,1986,1.14
1926,Belgium,1986,2.02
1927,Bulgaria,1986,1.24
1928,Croatia,1986,-
1929,Cyprus,1986,0.05
1930,Czech Republic,1986,2.30
1931,Denmark,1986,0.80
1932,Estonia,1986,0.42
1933,Finland,1986,1.04
1934,France,1986,8.88
1935,Germany,1986,15.32
1936,Greece,1986,0.80
1937,Hungary,1986,1.19
1938,Iceland,1986,0.07
1939,Ireland,1986,0.39
1940,Italy,1986,6.06
1941,Latvia,1986,0.36
1942,Lithuania,1986,0.60
1943,Luxembourg,1986,0.11
1944,Netherlands,1986,3.11
1945,North Macedonia,1986,-
1946,Norway,1986,1.53
1947,Poland,1986,5.43
1948,Portugal,1986,0.57
1949,Romania,1986,2.63
1950,Slovakia,1986,0.86
1951,Slovenia,1986,-
1952,Spain,1986,3.39
1953,Sweden,1986,2.58
1954,Switzerland,1986,1.22
1955,Turkey,1986,1.51
1956,Ukraine,1986,10.05
1957,United Kingdom,1986,8.85
1958,Other Europe,1986,2.70
1959,Azerbaijan,1986,0.91
1960,Belarus,1986,1.68
1961,Kazakhstan,1986,2.93
1962,Russian Federation,1986,35.01
1963,Turkmenistan,1986,0.64
1964,Uzbekistan,1986,1.65
1965,Other CIS,1986,1.31
1966,Iran,1986,2.17
1967,Iraq,1986,0.59
1968,Israel,1986,0.37
1969,Kuwait,1986,0.50
1970,Oman,1986,0.11
1971,Qatar,1986,0.26
1972,Saudi Arabia,1986,2.82
1973,United Arab Emirates,1986,0.88
1974,Other Middle East,1986,0.99
1975,Algeria,1986,1.00
1976,Egypt,1986,1.21
1977,Morocco,1986,0.24
1978,South Africa,1986,3.35
1979,Eastern Africa,1986,0.73
1980,Middle Africa,1986,0.30
1981,Western Africa,1986,0.77
1982,Other Northern Africa,1986,0.57
1983,Other Southern Africa,1986,0.04
1984,Australia,1986,3.22
1985,Bangladesh,1986,0.19
1986,China,1986,23.20
1987,China Hong Kong SAR,1986,0.38
1988,India,1986,6.10
1989,Indonesia,1986,1.59
1990,Japan,1986,16.15
1991,Malaysia,1986,0.68
1992,New Zealand,1986,0.60
1993,Pakistan,1986,0.83
1994,Philippines,1986,0.49
1995,Singapore,1986,0.59
1996,South Korea,1986,2.52
1997,Sri Lanka,1986,0.10
1998,Taiwan,1986,1.56
1999,Thailand,1986,0.73
2000,Vietnam,1986,0.24
2001,Other Asia Pacific,1986,2.11
2002,Canada,1987,10.72
2003,Mexico,1987,4.09
2004,United States of America,1987,75.80
2005,Argentina,1987,1.91
2006,Brazil,1987,5.27
2007,Chile,1987,0.44
2008,Colombia,1987,0.92
2009,Ecuador,1987,0.24
2010,Peru,1987,0.43
2011,Trinidad & Tobago,1987,0.21
2012,Venezuela,1987,1.95
2013,Central America,1987,0.39
2014,Other Caribbean,1987,1.30
2015,Other South America,1987,0.45
2016,Austria,1987,1.20
2017,Belgium,1987,2.08
2018,Bulgaria,1987,1.25
2019,Croatia,1987,-
2020,Cyprus,1987,0.06
2021,Czech Republic,1987,2.35
2022,Denmark,1987,0.77
2023,Estonia,1987,0.43
2024,Finland,1987,1.10
2025,France,1987,9.05
2026,Germany,1987,15.45
2027,Greece,1987,0.87
2028,Hungary,1987,1.25
2029,Iceland,1987,0.07
2030,Ireland,1987,0.39
2031,Italy,1987,6.24
2032,Latvia,1987,0.32
2033,Lithuania,1987,0.63
2034,Luxembourg,1987,0.11
2035,Netherlands,1987,3.17
2036,North Macedonia,1987,-
2037,Norway,1987,1.61
2038,Poland,1987,5.60
2039,Portugal,1987,0.59
2040,Romania,1987,2.73
2041,Slovakia,1987,0.87
2042,Slovenia,1987,-
2043,Spain,1987,3.51
2044,Sweden,1987,2.53
2045,Switzerland,1987,1.22
2046,Turkey,1987,1.73
2047,Ukraine,1987,10.27
2048,United Kingdom,1987,8.83
2049,Other Europe,1987,2.73
2050,Azerbaijan,1987,0.88
2051,Belarus,1987,1.70
2052,Kazakhstan,1987,3.00
2053,Russian Federation,1987,36.15
2054,Turkmenistan,1987,0.64
2055,Uzbekistan,1987,1.72
2056,Other CIS,1987,1.36
2057,Iran,1987,2.33
2058,Iraq,1987,0.70
2059,Israel,1987,0.40
2060,Kuwait,1987,0.46
2061,Oman,1987,0.13
2062,Qatar,1987,0.25
2063,Saudi Arabia,1987,2.99
2064,United Arab Emirates,1987,0.98
2065,Other Middle East,1987,1.03
2066,Algeria,1987,1.03
2067,Egypt,1987,1.28
2068,Morocco,1987,0.25
2069,South Africa,1987,3.41
2070,Eastern Africa,1987,0.73
2071,Middle Africa,1987,0.31
2072,Western Africa,1987,0.81
2073,Other Northern Africa,1987,0.63
2074,Other Southern Africa,1987,0.04
2075,Australia,1987,3.32
2076,Bangladesh,1987,0.21
2077,China,1987,25.02
2078,China Hong Kong SAR,1987,0.42
2079,India,1987,6.49
2080,Indonesia,1987,1.68
2081,Japan,1987,16.48
2082,Malaysia,1987,0.70
2083,New Zealand,1987,0.60
2084,Pakistan,1987,0.93
2085,Philippines,1987,0.53
2086,Singapore,1987,0.62
2087,South Korea,1987,2.80
2088,Sri Lanka,1987,0.10
2089,Taiwan,1987,1.69
2090,Thailand,1987,0.83
2091,Vietnam,1987,0.27
2092,Other Asia Pacific,1987,2.05
2093,Canada,1988,11.15
2094,Mexico,1988,4.12
2095,United States of America,1988,79.25
2096,Argentina,1988,1.95
2097,Brazil,1988,5.48
2098,Chile,1988,0.48
2099,Colombia,1988,0.92
2100,Ecuador,1988,0.27
2101,Peru,1988,0.42
2102,Trinidad & Tobago,1988,0.23
2103,Venezuela,1988,2.03
2104,Central America,1988,0.39
2105,Other Caribbean,1988,1.32
2106,Other South America,1988,0.48
2107,Austria,1988,1.18
2108,Belgium,1988,2.12
2109,Bulgaria,1988,1.28
2110,Croatia,1988,-
2111,Cyprus,1988,0.06
2112,Czech Republic,1988,2.36
2113,Denmark,1988,0.76
2114,Estonia,1988,0.42
2115,Finland,1988,1.09
2116,France,1988,9.17
2117,Germany,1988,15.50
2118,Greece,1988,0.92
2119,Hungary,1988,1.22
2120,Iceland,1988,0.08
2121,Ireland,1988,0.39
2122,Italy,1988,6.39
2123,Latvia,1988,0.31
2124,Lithuania,1988,0.66
2125,Luxembourg,1988,0.11
2126,Netherlands,1988,3.18
2127,North Macedonia,1988,-
2128,Norway,1988,1.66
2129,Poland,1988,5.50
2130,Portugal,1988,0.65
2131,Romania,1988,2.78
2132,Slovakia,1988,0.88
2133,Slovenia,1988,-
2134,Spain,1988,3.67
2135,Sweden,1988,2.47
2136,Switzerland,1988,1.23
2137,Turkey,1988,1.90
2138,Ukraine,1988,10.28
2139,United Kingdom,1988,8.95
2140,Other Europe,1988,2.81
2141,Azerbaijan,1988,0.88
2142,Belarus,1988,1.73
2143,Kazakhstan,1988,3.11
2144,Russian Federation,1988,36.79
2145,Turkmenistan,1988,0.64
2146,Uzbekistan,1988,1.73
2147,Other CIS,1988,1.52
2148,Iran,1988,2.37
2149,Iraq,1988,0.81
2150,Israel,1988,0.43
2151,Kuwait,1988,0.52
2152,Oman,1988,0.12
2153,Qatar,1988,0.26
2154,Saudi Arabia,1988,3.13
2155,United Arab Emirates,1988,1.09
2156,Other Middle East,1988,1.07
2157,Algeria,1988,1.10
2158,Egypt,1988,1.30
2159,Morocco,1988,0.26
2160,South Africa,1988,3.75
2161,Eastern Africa,1988,0.80
2162,Middle Africa,1988,0.32
2163,Western Africa,1988,0.86
2164,Other Northern Africa,1988,0.64
2165,Other Southern Africa,1988,0.05
2166,Australia,1988,3.47
2167,Bangladesh,1988,0.23
2168,China,1988,26.88
2169,China Hong Kong SAR,1988,0.48
2170,India,1988,7.06
2171,Indonesia,1988,1.77
2172,Japan,1988,17.52
2173,Malaysia,1988,0.74
2174,New Zealand,1988,0.63
2175,Pakistan,1988,0.99
2176,Philippines,1988,0.59
2177,Singapore,1988,0.72
2178,South Korea,1988,3.12
2179,Sri Lanka,1988,0.10
2180,Taiwan,1988,1.86
2181,Thailand,1988,0.94
2182,Vietnam,1988,0.27
2183,Other Asia Pacific,1988,2.08
2184,Canada,1989,11.26
2185,Mexico,1989,4.36
2186,United States of America,1989,81.17
2187,Argentina,1989,1.88
2188,Brazil,1989,5.59
2189,Chile,1989,0.53
2190,Colombia,1989,0.97
2191,Ecuador,1989,0.28
2192,Peru,1989,0.39
2193,Trinidad & Tobago,1989,0.23
2194,Venezuela,1989,2.05
2195,Central America,1989,0.41
2196,Other Caribbean,1989,1.37
2197,Other South America,1989,0.53
2198,Austria,1989,1.19
2199,Belgium,1989,2.14
2200,Bulgaria,1989,1.26
2201,Croatia,1989,-
2202,Cyprus,1989,0.07
2203,Czech Republic,1989,2.29
2204,Denmark,1989,0.70
2205,Estonia,1989,0.44
2206,Finland,1989,1.09
2207,France,1989,9.28
2208,Germany,1989,15.34
2209,Greece,1989,1.00
2210,Hungary,1989,1.19
2211,Iceland,1989,0.08
2212,Ireland,1989,0.40
2213,Italy,1989,6.57
2214,Latvia,1989,0.31
2215,Lithuania,1989,0.71
2216,Luxembourg,1989,0.13
2217,Netherlands,1989,3.20
2218,North Macedonia,1989,-
2219,Norway,1989,1.76
2220,Poland,1989,5.29
2221,Portugal,1989,0.70
2222,Romania,1989,2.78
2223,Slovakia,1989,0.89
2224,Slovenia,1989,-
2225,Spain,1989,3.85
2226,Sweden,1989,2.41
2227,Switzerland,1989,1.15
2228,Turkey,1989,1.86
2229,Ukraine,1989,9.84
2230,United Kingdom,1989,8.96
2231,Other Europe,1989,2.73
2232,Azerbaijan,1989,0.90
2233,Belarus,1989,1.67
2234,Kazakhstan,1989,3.06
2235,Russian Federation,1989,36.92
2236,Turkmenistan,1989,0.66
2237,Uzbekistan,1989,1.79
2238,Other CIS,1989,1.45
2239,Iran,1989,2.60
2240,Iraq,1989,0.92
2241,Israel,1989,0.45
2242,Kuwait,1989,0.56
2243,Oman,1989,0.14
2244,Qatar,1989,0.28
2245,Saudi Arabia,1989,3.08
2246,United Arab Emirates,1989,1.22
2247,Other Middle East,1989,1.09
2248,Algeria,1989,1.07
2249,Egypt,1989,1.37
2250,Morocco,1989,0.29
2251,South Africa,1989,3.58
2252,Eastern Africa,1989,0.80
2253,Middle Africa,1989,0.34
2254,Western Africa,1989,0.91
2255,Other Northern Africa,1989,0.69
2256,Other Southern Africa,1989,0.05
2257,Australia,1989,3.64
2258,Bangladesh,1989,0.25
2259,China,1989,28.21
2260,China Hong Kong SAR,1989,0.51
2261,India,1989,7.72
2262,Indonesia,1989,1.96
2263,Japan,1989,18.13
2264,Malaysia,1989,0.82
2265,New Zealand,1989,0.57
2266,Pakistan,1989,1.05
2267,Philippines,1989,0.64
2268,Singapore,1989,0.82
2269,South Korea,1989,3.39
2270,Sri Lanka,1989,0.10
2271,Taiwan,1989,1.98
2272,Thailand,1989,1.08
2273,Vietnam,1989,0.26
2274,Other Asia Pacific,1989,2.03
2275,Canada,1990,10.83
2276,Mexico,1990,4.58
2277,United States of America,1990,81.38
2278,Argentina,1990,1.85
2279,Brazil,1990,5.5
2280,Chile,1990,0.56
2281,Colombia,1990,0.91
2282,Ecuador,1990,0.29
2283,Peru,1990,0.39
2284,Trinidad & Tobago,1990,0.25
2285,Venezuela,1990,2.17
2286,Central America,1990,0.43
2287,Other Caribbean,1990,1.35
2288,Other South America,1990,0.57
2289,Austria,1990,1.21
2290,Belgium,1990,2.24
2291,Bulgaria,1990,1.17
2292,Croatia,1990,0.36
2293,Cyprus,1990,0.07
2294,Czech Republic,1990,1.97
2295,Denmark,1990,0.73
2296,Estonia,1990,0.46
2297,Finland,1990,1.16
2298,France,1990,9.57
2299,Germany,1990,15.09
2300,Greece,1990,1.03
2301,Hungary,1990,1.16
2302,Iceland,1990,0.08
2303,Ireland,1990,0.42
2304,Italy,1990,6.68
2305,Latvia,1990,0.31
2306,Lithuania,1990,0.73
2307,Luxembourg,1990,0.13
2308,Netherlands,1990,3.28
2309,North Macedonia,1990,0.11
2310,Norway,1990,1.78
2311,Poland,1990,4.36
2312,Portugal,1990,0.71
2313,Romania,1990,2.65
2314,Slovakia,1990,0.89
2315,Slovenia,1990,0.25
2316,Spain,1990,3.85
2317,Sweden,1990,2.46
2318,Switzerland,1990,1.19
2319,Turkey,1990,2.02
2320,Ukraine,1990,11.5
2321,United Kingdom,1990,9.03
2322,Other Europe,1990,1.93
2323,Azerbaijan,1990,0.94
2324,Belarus,1990,1.68
2325,Kazakhstan,1990,3.09
2326,Russian Federation,1990,36.27
2327,Turkmenistan,1990,0.55
2328,Uzbekistan,1990,1.88
2329,Other CIS,1990,1.49
2330,Iran,1990,2.92
2331,Iraq,1990,0.86
2332,Israel,1990,0.46
2333,Kuwait,1990,0.33
2334,Oman,1990,0.18
2335,Qatar,1990,0.28
2336,Saudi Arabia,1990,3.34
2337,United Arab Emirates,1990,1.24
2338,Other Middle East,1990,1.15
2339,Algeria,1990,1.13
2340,Egypt,1990,1.41
2341,Morocco,1990,0.3
2342,South Africa,1990,3.71
2343,Eastern Africa,1990,0.9
2344,Middle Africa,1990,0.32
2345,Western Africa,1990,0.89
2346,Other Northern Africa,1990,0.67
2347,Other Southern Africa,1990,0.09
2348,Australia,1990,3.72
2349,Bangladesh,1990,0.27
2350,China,1990,28.58
2351,China Hong Kong SAR,1990,0.5
2352,India,1990,8.28
2353,Indonesia,1990,2.16
2354,Japan,1990,18.79
2355,Malaysia,1990,0.87
2356,New Zealand,1990,0.67
2357,Pakistan,1990,1.1
2358,Philippines,1990,0.66
2359,Singapore,1990,0.98
2360,South Korea,1990,3.84
2361,Sri Lanka,1990,0.11
2362,Taiwan,1990,2.1
2363,Thailand,1990,1.29
2364,Vietnam,1990,0.28
2365,Other Asia Pacific,1990,1.99
2366,Canada,1991,10.87
2367,Mexico,1991,4.76
2368,United States of America,1991,81.27
2369,Argentina,1991,1.88
2370,Brazil,1991,5.71
2371,Chile,1991,0.63
2372,Colombia,1991,0.94
2373,Ecuador,1991,0.32
2374,Peru,1991,0.38
2375,Trinidad & Tobago,1991,0.25
2376,Venezuela,1991,2.19
2377,Central America,1991,0.45
2378,Other Caribbean,1991,1.32
2379,Other South America,1991,0.61
2380,Austria,1991,1.27
2381,Belgium,1991,2.31
2382,Bulgaria,1991,0.94
2383,Croatia,1991,0.31
2384,Cyprus,1991,0.07
2385,Czech Republic,1991,1.79
2386,Denmark,1991,0.84
2387,Estonia,1991,0.42
2388,Finland,1991,1.19
2389,France,1991,10.17
2390,Germany,1991,14.73
2391,Greece,1991,1.05
2392,Hungary,1991,1.09
2393,Iceland,1991,0.08
2394,Ireland,1991,0.44
2395,Italy,1991,6.89
2396,Latvia,1991,0.29
2397,Lithuania,1991,0.77
2398,Luxembourg,1991,0.14
2399,Netherlands,1991,3.34
2400,North Macedonia,1991,0.11
2401,Norway,1991,1.64
2402,Poland,1991,4.26
2403,Portugal,1991,0.74
2404,Romania,1991,2.25
2405,Slovakia,1991,0.8
2406,Slovenia,1991,0.25
2407,Spain,1991,3.98
2408,Sweden,1991,2.33
2409,Switzerland,1991,1.23
2410,Turkey,1991,2.07
2411,Ukraine,1991,10.78
2412,United Kingdom,1991,9.22
2413,Other Europe,1991,1.7
2414,Azerbaijan,1991,0.9
2415,Belarus,1991,1.67
2416,Kazakhstan,1991,3.09
2417,Russian Federation,1991,35.78
2418,Turkmenistan,1991,0.56
2419,Uzbekistan,1991,1.85
2420,Other CIS,1991,1.24
2421,Iran,1991,3.17
2422,Iraq,1991,0.53
2423,Israel,1991,0.47
2424,Kuwait,1991,0.17
2425,Oman,1991,0.23
2426,Qatar,1991,0.33
2427,Saudi Arabia,1991,3.5
2428,United Arab Emirates,1991,1.52
2429,Other Middle East,1991,1.23
2430,Algeria,1991,1.12
2431,Egypt,1991,1.43
2432,Morocco,1991,0.3
2433,South Africa,1991,3.68
2434,Eastern Africa,1991,0.86
2435,Middle Africa,1991,0.3
2436,Western Africa,1991,0.95
2437,Other Northern Africa,1991,0.67
2438,Other Southern Africa,1991,0.09
2439,Australia,1991,3.69
2440,Bangladesh,1991,0.26
2441,China,1991,30.02
2442,China Hong Kong SAR,1991,0.52
2443,India,1991,8.74
2444,Indonesia,1991,2.35
2445,Japan,1991,19.21
2446,Malaysia,1991,1.09
2447,New Zealand,1991,0.68
2448,Pakistan,1991,1.17
2449,Philippines,1991,0.64
2450,Singapore,1991,1.0
2451,South Korea,1991,4.34
2452,Sri Lanka,1991,0.11
2453,Taiwan,1991,2.23
2454,Thailand,1991,1.42
2455,Vietnam,1991,0.28
2456,Other Asia Pacific,1991,1.93
2457,Canada,1992,11.17
2458,Mexico,1992,4.84
2459,United States of America,1992,82.47
2460,Argentina,1992,2.01
2461,Brazil,1992,5.98
2462,Chile,1992,0.7
2463,Colombia,1992,0.98
2464,Ecuador,1992,0.32
2465,Peru,1992,0.37
2466,Trinidad & Tobago,1992,0.26
2467,Venezuela,1992,2.37
2468,Central America,1992,0.49
2469,Other Caribbean,1992,1.25
2470,Other South America,1992,0.61
2471,Austria,1992,1.25
2472,Belgium,1992,2.31
2473,Bulgaria,1992,0.89
2474,Croatia,1992,0.29
2475,Cyprus,1992,0.08
2476,Czech Republic,1992,1.74
2477,Denmark,1992,0.79
2478,Estonia,1992,0.29
2479,Finland,1992,1.19
2480,France,1992,10.26
2481,Germany,1992,14.43
2482,Greece,1992,1.07
2483,Hungary,1992,1.04
2484,Iceland,1992,0.08
2485,Ireland,1992,0.44
2486,Italy,1992,6.86
2487,Latvia,1992,0.21
2488,Lithuania,1992,0.47
2489,Luxembourg,1992,0.14
2490,Netherlands,1992,3.38
2491,North Macedonia,1992,0.11
2492,Norway,1992,1.73
2493,Poland,1992,4.08
2494,Portugal,1992,0.75
2495,Romania,1992,1.98
2496,Slovakia,1992,0.77
2497,Slovenia,1992,0.23
2498,Spain,1992,4.17
2499,Sweden,1992,2.35
2500,Switzerland,1992,1.25
2501,Turkey,1992,2.17
2502,Ukraine,1992,9.11
2503,United Kingdom,1992,9.16
2504,Other Europe,1992,1.49
2505,Azerbaijan,1992,0.77
2506,Belarus,1992,1.45
2507,Kazakhstan,1992,3.05
2508,Russian Federation,1992,34.44
2509,Turkmenistan,1992,0.54
2510,Uzbekistan,1992,1.76
2511,Other CIS,1992,1.05
2512,Iran,1992,3.5
2513,Iraq,1992,0.84
2514,Israel,1992,0.55
2515,Kuwait,1992,0.29
2516,Oman,1992,0.22
2517,Qatar,1992,0.52
2518,Saudi Arabia,1992,3.53
2519,United Arab Emirates,1992,1.46
2520,Other Middle East,1992,1.28
2521,Algeria,1992,1.15
2522,Egypt,1992,1.41
2523,Morocco,1992,0.34
2524,South Africa,1992,3.7
2525,Eastern Africa,1992,0.85
2526,Middle Africa,1992,0.31
2527,Western Africa,1992,1.02
2528,Other Northern Africa,1992,0.67
2529,Other Southern Africa,1992,0.1
2530,Australia,1992,3.75
2531,Bangladesh,1992,0.28
2532,China,1992,31.59
2533,China Hong Kong SAR,1992,0.61
2534,India,1992,9.19
2535,Indonesia,1992,2.58
2536,Japan,1992,19.41
2537,Malaysia,1992,1.23
2538,New Zealand,1992,0.68
2539,Pakistan,1992,1.22
2540,Philippines,1992,0.74
2541,Singapore,1992,1.07
2542,South Korea,1992,4.89
2543,Sri Lanka,1992,0.12
2544,Taiwan,1992,2.36
2545,Thailand,1992,1.55
2546,Vietnam,1992,0.31
2547,Other Asia Pacific,1992,1.75
2548,Canada,1993,11.45
2549,Mexico,1993,4.87
2550,United States of America,1993,84.2
2551,Argentina,1993,2.08
2552,Brazil,1993,6.25
2553,Chile,1993,0.74
2554,Colombia,1993,1.08
2555,Ecuador,1993,0.33
2556,Peru,1993,0.41
2557,Trinidad & Tobago,1993,0.28
2558,Venezuela,1993,2.34
2559,Central America,1993,0.53
2560,Other Caribbean,1993,1.25
2561,Other South America,1993,0.67
2562,Austria,1993,1.27
2563,Belgium,1993,2.27
2564,Bulgaria,1993,0.94
2565,Croatia,1993,0.3
2566,Cyprus,1993,0.09
2567,Czech Republic,1993,1.72
2568,Denmark,1993,0.83
2569,Estonia,1993,0.24
2570,Finland,1993,1.2
2571,France,1993,10.26
2572,Germany,1993,14.37
2573,Greece,1993,1.08
2574,Hungary,1993,1.01
2575,Iceland,1993,0.08
2576,Ireland,1993,0.45
2577,Italy,1993,6.71
2578,Latvia,1993,0.18
2579,Lithuania,1993,0.37
2580,Luxembourg,1993,0.15
2581,Netherlands,1993,3.41
2582,North Macedonia,1993,0.11
2583,Norway,1993,1.79
2584,Poland,1993,4.07
2585,Portugal,1993,0.77
2586,Romania,1993,1.93
2587,Slovakia,1993,0.76
2588,Slovenia,1993,0.24
2589,Spain,1993,4.04
2590,Sweden,1993,2.32
2591,Switzerland,1993,1.24
2592,Turkey,1993,2.36
2593,Ukraine,1993,7.99
2594,United Kingdom,1993,9.27
2595,Other Europe,1993,1.29
2596,Azerbaijan,1993,0.67
2597,Belarus,1993,1.21
2598,Kazakhstan,1993,2.69
2599,Russian Federation,1993,32.11
2600,Turkmenistan,1993,0.44
2601,Uzbekistan,1993,1.89
2602,Other CIS,1993,0.84
2603,Iran,1993,3.24
2604,Iraq,1993,1.12
2605,Israel,1993,0.6
2606,Kuwait,1993,0.36
2607,Oman,1993,0.22
2608,Qatar,1993,0.56
2609,Saudi Arabia,1993,3.61
2610,United Arab Emirates,1993,1.52
2611,Other Middle East,1993,1.32
2612,Algeria,1993,1.07
2613,Egypt,1993,1.41
2614,Morocco,1993,0.34
2615,South Africa,1993,3.69
2616,Eastern Africa,1993,0.9
2617,Middle Africa,1993,0.31
2618,Western Africa,1993,1.03
2619,Other Northern Africa,1993,0.71
2620,Other Southern Africa,1993,0.1
2621,Australia,1993,3.83
2622,Bangladesh,1993,0.31
2623,China,1993,34.05
2624,China Hong Kong SAR,1993,0.67
2625,India,1993,9.42
2626,Indonesia,1993,2.75
2627,Japan,1993,19.7
2628,Malaysia,1993,1.23
2629,New Zealand,1993,0.7
2630,Pakistan,1993,1.35
2631,Philippines,1993,0.77
2632,Singapore,1993,1.17
2633,South Korea,1993,5.37
2634,Sri Lanka,1993,0.13
2635,Taiwan,1993,2.5
2636,Thailand,1993,1.77
2637,Vietnam,1993,0.35
2638,Other Asia Pacific,1993,1.68
2639,Canada,1994,11.88
2640,Mexico,1994,5.14
2641,United States of America,1994,85.75
2642,Argentina,1994,2.19
2643,Brazil,1994,6.56
2644,Chile,1994,0.78
2645,Colombia,1994,1.16
2646,Ecuador,1994,0.36
2647,Peru,1994,0.44
2648,Trinidad & Tobago,1994,0.3
2649,Venezuela,1994,2.54
2650,Central America,1994,0.56
2651,Other Caribbean,1994,1.31
2652,Other South America,1994,0.75
2653,Austria,1994,1.26
2654,Belgium,1994,2.39
2655,Bulgaria,1994,0.91
2656,Croatia,1994,0.31
2657,Cyprus,1994,0.09
2658,Czech Republic,1994,1.68
2659,Denmark,1994,0.89
2660,Estonia,1994,0.25
2661,Finland,1994,1.26
2662,France,1994,10.13
2663,Germany,1994,14.24
2664,Greece,1994,1.1
2665,Hungary,1994,1.02
2666,Iceland,1994,0.08
2667,Ireland,1994,0.47
2668,Italy,1994,6.7
2669,Latvia,1994,0.17
2670,Lithuania,1994,0.32
2671,Luxembourg,1994,0.14
2672,Netherlands,1994,3.37
2673,North Macedonia,1994,0.1
2674,Norway,1994,1.73
2675,Poland,1994,3.9
2676,Portugal,1994,0.8
2677,Romania,1994,1.82
2678,Slovakia,1994,0.74
2679,Slovenia,1994,0.26
2680,Spain,1994,4.23
2681,Sweden,1994,2.32
2682,Switzerland,1994,1.31
2683,Turkey,1994,2.29
2684,Ukraine,1994,6.83
2685,United Kingdom,1994,9.16
2686,Other Europe,1994,1.1
2687,Azerbaijan,1994,0.62
2688,Belarus,1994,1.01
2689,Kazakhstan,1994,2.4
2690,Russian Federation,1994,29.3
2691,Turkmenistan,1994,0.47
2692,Uzbekistan,1994,1.85
2693,Other CIS,1994,0.71
2694,Iran,1994,3.63
2695,Iraq,1994,1.27
2696,Israel,1994,0.62
2697,Kuwait,1994,0.42
2698,Oman,1994,0.2
2699,Qatar,1994,0.56
2700,Saudi Arabia,1994,4.17
2701,United Arab Emirates,1994,1.67
2702,Other Middle East,1994,1.38
2703,Algeria,1994,1.09
2704,Egypt,1994,1.49
2705,Morocco,1994,0.38
2706,South Africa,1994,3.85
2707,Eastern Africa,1994,0.91
2708,Middle Africa,1994,0.3
2709,Western Africa,1994,1.01
2710,Other Northern Africa,1994,0.77
2711,Other Southern Africa,1994,0.1
2712,Australia,1994,3.98
2713,Bangladesh,1994,0.33
2714,China,1994,36.18
2715,China Hong Kong SAR,1994,0.61
2716,India,1994,9.93
2717,Indonesia,1994,2.88
2718,Japan,1994,20.44
2719,Malaysia,1994,1.31
2720,New Zealand,1994,0.75
2721,Pakistan,1994,1.4
2722,Philippines,1994,0.82
2723,Singapore,1994,1.34
2724,South Korea,1994,5.79
2725,Sri Lanka,1994,0.14
2726,Taiwan,1994,2.65
2727,Thailand,1994,1.98
2728,Vietnam,1994,0.39
2729,Other Asia Pacific,1994,1.61
2730,Canada,1995,12.17
2731,Mexico,1995,5.07
2732,United States of America,1995,87.63
2733,Argentina,1995,2.26
2734,Brazil,1995,6.89
2735,Chile,1995,0.84
2736,Colombia,1995,1.18
2737,Ecuador,1995,0.34
2738,Peru,1995,0.48
2739,Trinidad & Tobago,1995,0.32
2740,Venezuela,1995,2.62
2741,Central America,1995,0.61
2742,Other Caribbean,1995,1.31
2743,Other South America,1995,0.84
2744,Austria,1995,1.32
2745,Belgium,1995,2.42
2746,Bulgaria,1995,0.98
2747,Croatia,1995,0.32
2748,Cyprus,1995,0.09
2749,Czech Republic,1995,1.75
2750,Denmark,1995,0.88
2751,Estonia,1995,0.22
2752,Finland,1995,1.2
2753,France,1995,10.37
2754,Germany,1995,14.31
2755,Greece,1995,1.14
2756,Hungary,1995,1.03
2757,Iceland,1995,0.09
2758,Ireland,1995,0.48
2759,Italy,1995,6.97
2760,Latvia,1995,0.16
2761,Lithuania,1995,0.35
2762,Luxembourg,1995,0.12
2763,Netherlands,1995,3.51
2764,North Macedonia,1995,0.1
2765,Norway,1995,1.83
2766,Poland,1995,3.99
2767,Portugal,1995,0.88
2768,Romania,1995,2.0
2769,Slovakia,1995,0.76
2770,Slovenia,1995,0.27
2771,Spain,1995,4.39
2772,Sweden,1995,2.35
2773,Switzerland,1995,1.24
2774,Turkey,1995,2.56
2775,Ukraine,1995,6.66
